run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,prompt_level_strict,passed_instruction_count,supported_instruction_count,unsupported_instruction_count,generated_sha256,generation_input_tokens,generation_output_tokens
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:0,568d9f87e12172fe23bba70a40f757162ac473d8f8cce6862604ba69853f82d3,False,2,3,0,823b70c4aebebbb709018cae29139fb38c66e09624f6ebf4ac954061eb482e85,89,384
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:1,9afd3974a97dce68f083f36f390aaf6b5668b134a341150d2ff7b75584a3494a,True,1,1,0,3aa1735170fa860afcf7305645b5f252d159595839901082e45e90fdedbf7050,50,384
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:2,42349354adf5ed8c125309c94b0dbf50f6a55e8a8381c89177dae605c4fa30ee,True,1,1,0,3e7185a5199f7d8e234fcede88867322877bd6d90d758621603df5ee42285de0,51,384
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:3,af0af45c82f12871ce2d74c46d39bd63e68dda332b2dc4799b631674cd9f7eeb,False,1,2,0,5b0b03567f6e39de93e5c1ad2aa8b5325ce2de83090612e9e5a7f64e2c910dec,88,384
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:4,3e68d6ffa924607fb0a5581583b3b62fd83f497221542eff8e08fbdee5ab0bb9,True,1,1,0,9c8c4d68397888600bdc0b3ad63562abd383f4cf54b5c0434847838998eb7f86,52,308
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:5,967a0cc5458cbdf19c4a071581dbbe4593390b364d662844d43847f8375e6088,True,1,1,0,70012354f477d26a28c11e674d85d6bc8df9494f229f45e1660dc1fc1d5acd24,85,308
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:6,8fae48ebac6ef80ed57f79f9dc0ab60dc733f0c0931e57b9b04da98a14ee371c,True,2,2,0,8b44d294b822212ad0168035c2ad627a05ddd66cf4616a135db351a2ad67cc1e,54,308
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:7,5a4c6eac29ec8d1d25e8ada5c34a9d03d7ad475a4a42d20c3f409b182ae04ae5,False,2,3,0,33e44e58a5d0065a2ddef933ff68180eacedb879a8daf33e438fbb7ec5774c8b,58,308
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:8,a57019da358a4dc65c27c557aa24e97086e628787538425f9a14eec670545965,True,1,1,0,e970759efdf457a33643b1a39f8a2149e04caf6aa5871f89957c1c6c6ff13ee0,29,384
s3d002,final,IFEval,ifeval_style,instruction_following,ifeval:9,af6d86d9adfd5f2097146fad6f785d94eca428e22ea3358df6fbbb2566c2fbad,False,1,3,0,606f75057fc19ba07088c2f8a753cd2cfb2a92ee64bbb7255637cef45625b935,59,384
