run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,prompt_level_strict,passed_instruction_count,supported_instruction_count,unsupported_instruction_count,generated_sha256,generation_input_tokens,generation_output_tokens
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:0,568d9f87e12172fe23bba70a40f757162ac473d8f8cce6862604ba69853f82d3,False,2,3,0,eaeadf7024b94e1fe69243a9b60b3c315008c5ac40221e55c11c26beaf4c712c,89,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:1,9afd3974a97dce68f083f36f390aaf6b5668b134a341150d2ff7b75584a3494a,True,1,1,0,ef7c7a2348c963812d7ac107c057f4227e7a2d78a0dde4f4a5fd9870f09e6a1b,50,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:2,42349354adf5ed8c125309c94b0dbf50f6a55e8a8381c89177dae605c4fa30ee,True,1,1,0,31b96e9d4fa86d7edf005fa180cdaa0cabf03d997c61a437aac76eeef970a669,51,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:3,af0af45c82f12871ce2d74c46d39bd63e68dda332b2dc4799b631674cd9f7eeb,False,1,2,0,5b0b03567f6e39de93e5c1ad2aa8b5325ce2de83090612e9e5a7f64e2c910dec,88,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:4,3e68d6ffa924607fb0a5581583b3b62fd83f497221542eff8e08fbdee5ab0bb9,True,1,1,0,9c8c4d68397888600bdc0b3ad63562abd383f4cf54b5c0434847838998eb7f86,52,308
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:5,967a0cc5458cbdf19c4a071581dbbe4593390b364d662844d43847f8375e6088,True,1,1,0,4c96729700f1f3b502856ccbfd596aeac59b86a31cd097111369cfcdd2cbf8eb,85,308
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:6,8fae48ebac6ef80ed57f79f9dc0ab60dc733f0c0931e57b9b04da98a14ee371c,True,2,2,0,fe85898e0466134880b53e613a16a65bcc2e7ba1763f16624fb605c303cd5f4c,54,308
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:7,5a4c6eac29ec8d1d25e8ada5c34a9d03d7ad475a4a42d20c3f409b182ae04ae5,False,2,3,0,351768f64a8465b6c64c8fe85c65a283e9f7f8b9c7d5fa605fc75846652b67b8,58,308
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:8,a57019da358a4dc65c27c557aa24e97086e628787538425f9a14eec670545965,True,1,1,0,ee95aa278684ae88bc9fdde821c62d459a258606a5d7489b114ce31ad4add43d,29,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:9,af6d86d9adfd5f2097146fad6f785d94eca428e22ea3358df6fbbb2566c2fbad,False,1,3,0,cc8df0354110ef4533f3c2de6be4ddb9bfd71016e44638a1eedb90e4b9fcf368,59,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:10,71a2322518fb82abe2be60af4c6aa95a0202883462ea3fc3429a924eb5a5f7fa,False,0,1,0,0474899e8eefc648b70b936f4b3e1bc8d0be01c63b4b28f269a4d402285ab6e3,34,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:11,2807abb2d5ffce2b5790a315e087490c8d7cac93d1316acc2a91e54b3bf35efa,False,0,1,0,094b4c05c7a516829bb27f3da62b84423a073bfaa42cbfbbcfa9474aea37ea48,47,384
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:12,4d7c79793a796f33cdc331221fe309fc5194ceb1ac4ffcc15288842e21aa4513,False,0,1,0,b53fb8da33abe74f1e986bdfd0cf3a0b7ecf35d2dd73e673b015e47323bb667e,47,289
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:13,acf0bed34038ceed58369c5daa5a663b6e39ca9a2961d963864309e449d428e9,True,1,1,0,6240e44a59e64a243b0b475d009d02a12600d98fef3d7419fbdcffa09190cfcf,41,289
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:14,482f4751333f434297bb137c0433b051546dabfc3dff93c8cb748b439e34c2e4,True,1,1,0,1bc6571f90bdb0248b0757b4bcc57a67c92b6f6a466562e53d73b6a6cb7691d3,31,289
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:15,d8903759c046bc5acbb789b13f0a316d605498fbbc1d0eca3e459fecbebc380d,True,1,1,0,a515fe8a74597e054e2e296c7fa0d852245c40d52ec60869cec32ba4fe5da6ae,47,289
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:16,4014190db7e5475afbff35317833b906d5fa612aeb849baaebd50066876cd002,False,0,1,0,e5ea33ec34747d860a852f5f5af0a351fc9b2f9ed0c3ea641da76120a3f3db15,41,55
r028,step50,IFEval,ifeval_style,instruction_following,ifeval:17,b611101e4cf4c50438193db127a46b83115471e1f9a323293b171fe0c32fcd4b,False,1,2,0,d6b7dc79d4576b3492e07543a5e081b95916e1f2b8821782a8dc78eb37fffe68,40,55
