run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,prompt_level_strict,passed_instruction_count,supported_instruction_count,unsupported_instruction_count,generated_sha256,generation_input_tokens,generation_output_tokens
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:0,568d9f87e12172fe23bba70a40f757162ac473d8f8cce6862604ba69853f82d3,False,2,3,0,7c5e029f7d529c21800e51a9c1b499574c7c5aadb2a61d8d35768f98fdc939c0,89,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:1,9afd3974a97dce68f083f36f390aaf6b5668b134a341150d2ff7b75584a3494a,True,1,1,0,e08f99af1ff4d58fc17e22ab26db44294fe429eb7adabedcaaee8be9a9712939,50,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:2,42349354adf5ed8c125309c94b0dbf50f6a55e8a8381c89177dae605c4fa30ee,True,1,1,0,3e7185a5199f7d8e234fcede88867322877bd6d90d758621603df5ee42285de0,51,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:3,af0af45c82f12871ce2d74c46d39bd63e68dda332b2dc4799b631674cd9f7eeb,True,2,2,0,865178f75b000e60ff89da61f04e2354764b2c101511b24abc46e5d6823606ad,88,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:4,3e68d6ffa924607fb0a5581583b3b62fd83f497221542eff8e08fbdee5ab0bb9,True,1,1,0,85359f77b42ffd8c0da9eba8cfbb6d9f854f1675dae88fd3b69c0bf6943ec5d0,52,314
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:5,967a0cc5458cbdf19c4a071581dbbe4593390b364d662844d43847f8375e6088,True,1,1,0,9de36693d82c6bf6a6a5ab7fd2a95f866bf714c29105cadf1bc69f21db643e0a,85,314
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:6,8fae48ebac6ef80ed57f79f9dc0ab60dc733f0c0931e57b9b04da98a14ee371c,False,1,2,0,7900c44bd369a994071ce4f6b79942f18b5c4b8675cfaf92fbbe08c8a5fb3913,54,314
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:7,5a4c6eac29ec8d1d25e8ada5c34a9d03d7ad475a4a42d20c3f409b182ae04ae5,False,2,3,0,d13172a0e8b7d2b0707affbe19043bf0cfdb8ece3f6d3a7d3627bfe2ebfa7ca7,58,314
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:8,a57019da358a4dc65c27c557aa24e97086e628787538425f9a14eec670545965,True,1,1,0,04c9dd55d47ed37264be0c787adbc5539a200c6aa81017c3ec1e5a339c40d9e4,29,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:9,af6d86d9adfd5f2097146fad6f785d94eca428e22ea3358df6fbbb2566c2fbad,False,0,3,0,6f87e719e705b2dfb86015086129aa27584694406385ab2c88d3886bed66c26c,59,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:10,71a2322518fb82abe2be60af4c6aa95a0202883462ea3fc3429a924eb5a5f7fa,False,0,1,0,0474899e8eefc648b70b936f4b3e1bc8d0be01c63b4b28f269a4d402285ab6e3,34,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:11,2807abb2d5ffce2b5790a315e087490c8d7cac93d1316acc2a91e54b3bf35efa,False,0,1,0,fec15fcddccc44f48d45b3582048436298341e9f35c602c193579eca9e140407,47,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:12,4d7c79793a796f33cdc331221fe309fc5194ceb1ac4ffcc15288842e21aa4513,False,0,1,0,57c84b0c18f55e79a1043aee43071dd6e00a96dcb56e57e6c8d3e161f06c6b00,47,306
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:13,acf0bed34038ceed58369c5daa5a663b6e39ca9a2961d963864309e449d428e9,True,1,1,0,9b2239235ce7026936ece865bd2434467c44ec4179c639bde14240ec08ede374,41,306
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:14,482f4751333f434297bb137c0433b051546dabfc3dff93c8cb748b439e34c2e4,True,1,1,0,463b56971c63b3157c45f3e542990de01c98c0fe8e578be7ce4e4811f1286e79,31,306
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:15,d8903759c046bc5acbb789b13f0a316d605498fbbc1d0eca3e459fecbebc380d,True,1,1,0,9e5ef76b1225e844ec1d1bbd6f3dfa36dfb1109808546135d8dc37a2a5c1b90d,47,306
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:16,4014190db7e5475afbff35317833b906d5fa612aeb849baaebd50066876cd002,False,0,1,0,18f31db500e9105c9d58d1ea0e97e984fd950ae9996f97c5afa93846c279bcf1,41,58
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:17,b611101e4cf4c50438193db127a46b83115471e1f9a323293b171fe0c32fcd4b,False,1,2,0,d4eb6320016873b2152d805021fa4393d9cc1e0bdf512e1ff76f11eda8fa61c1,40,58
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:18,2c617c3b773c0441c1ff3b6fe4769805768156568d3073dbc003630c06bd7396,False,0,0,1,ba623fbd0130c7295d06f1568090aeec179cff148ad50a77516adea1c87abf95,32,58
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:19,589b029a3e1770a57878ea8e40662d262e2dc61610ebcd353e5cd990c52e2f46,True,2,2,0,4490f8bbb1f45134d444a8b877782f233f30abee925b642cdce65b9b535c4f54,36,58
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:20,4e409a97bcb48b5a3840bc4a0ef775172e64679177a114d6c84dbc1d1498f7a6,False,1,2,0,088da21c3d1740dcc16331110af1d89548c1b4b363a0324e3ba167646f0ac927,56,203
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:21,604a7cd87db1e2120bdb83443d7c9193a4504e33306c9c2572144145a2dfe3f4,True,1,1,0,b29c706234ec7da0094d855a87832edf9bd987984daf27af5d7a469acbdd4551,58,203
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:22,3b5ce47c288021c3609ec511bab5833f419c50cc835c03723a448cdf3ecfc517,False,1,2,0,36ac7ada7f394a03d73a36fa4e732d2e5c33ded848449e5555fc937caa977101,101,203
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:23,79e34c750cb797ac6fe65572f3f6371adedab0a0d0abb1094f8af1ff6716f0c9,False,0,1,0,c68f82a14c8954b88ae697bad2420648febd5f0db751f40be17556c413f79946,38,203
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:24,d8c796fadaf59c05d66e1953ce5c2ff309679089c4dcadb3cf01c4fecde2d889,True,1,1,0,38906a6b7e53703a7fc03f9c16e413d089d9f22710f647898e80cb1002def54c,35,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:25,a1410071b241ce3c95cca856a4eb9f36045dc49caa0add483b095d2c95932b3a,True,2,2,0,f8ca09d95f5589bb28c9ba1b813aa0ed310becc804fa216ffdca5b7b0b46cc78,59,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:26,1522ed919cbe15830d49ccd9e2f08ee9961c60ab8f50afc9bcead1da3296dfe3,True,2,2,0,5e6d485812c1a29f3562f95411c7c087fe96753ad6d12a2cf1bccb6dca86f487,50,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:27,966a6e5022b570188b254f0454e82ff22e7dfbe3b168253b0a6d5b19acd087e8,False,1,2,0,8e0f40d07ac16a1ad7f182a1315e2a5a6d016630d6a3474c98e679b2e6fe87eb,77,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:28,a4baf1e7f877090e026808a312ef66b1320715e33fa50b7b92429f9b2a592242,True,1,1,0,6aa7f9433bbb362310ea57dfc401a24c31a3f8eb6d682f6b9eb3dd8aadf077ad,93,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:29,1c0e3de36da2fe803007f80fa01726a9739cd84dfe60a4eebe3bdb6420c25681,False,0,1,0,838a619002512cccaa113c6c81b6d591bdde3d391245af80b58ef1f7da64cf2c,44,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:30,4b5ea816c97694da22296ede65d4f6df82e7dd8be90b85756d945e20215c1b9a,True,2,2,0,79504b4ded60a4e29da4ee34c43d477c2f7f26494fd9c2b59f4ba3a6c7aec54c,42,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:31,e858198126e29d101857d8af876865eac7f311b89a91a7ed1ec78a4977482bfa,False,0,0,1,38cfb03574538be2a8bb83a5f8843d15b57ba649df2746008de536d00629dee9,40,384
r029,step50,IFEval,ifeval_style,instruction_following,ifeval:32,19fd41760e793c87be73c5fad3a5baf9fb6acb392ad84119331a5f2952d475d2,True,1,1,0,3dd51633f87e47eb2761f637ee04de661b43d20dad47fc44bdcc34210462c38d,31,203
