run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,prompt_level_strict,passed_instruction_count,supported_instruction_count,unsupported_instruction_count,generated_sha256,generation_input_tokens,generation_output_tokens
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:0,568d9f87e12172fe23bba70a40f757162ac473d8f8cce6862604ba69853f82d3,False,2,3,0,eaeadf7024b94e1fe69243a9b60b3c315008c5ac40221e55c11c26beaf4c712c,89,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:1,9afd3974a97dce68f083f36f390aaf6b5668b134a341150d2ff7b75584a3494a,True,1,1,0,e08f99af1ff4d58fc17e22ab26db44294fe429eb7adabedcaaee8be9a9712939,50,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:2,42349354adf5ed8c125309c94b0dbf50f6a55e8a8381c89177dae605c4fa30ee,True,1,1,0,3e7185a5199f7d8e234fcede88867322877bd6d90d758621603df5ee42285de0,51,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:3,af0af45c82f12871ce2d74c46d39bd63e68dda332b2dc4799b631674cd9f7eeb,True,2,2,0,865178f75b000e60ff89da61f04e2354764b2c101511b24abc46e5d6823606ad,88,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:4,3e68d6ffa924607fb0a5581583b3b62fd83f497221542eff8e08fbdee5ab0bb9,True,1,1,0,2ec065e80bd7304b6f22b6e7563511cfb84087cfabf9b8127484fec18850d243,52,301
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:5,967a0cc5458cbdf19c4a071581dbbe4593390b364d662844d43847f8375e6088,True,1,1,0,91b76e06bd14d9729d6a5257d113859ac9e1597e48e5a11e28ef58ab6a7a3e14,85,301
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:6,8fae48ebac6ef80ed57f79f9dc0ab60dc733f0c0931e57b9b04da98a14ee371c,True,2,2,0,0d888f09ae7c58b2190d59488bb2e42a0e0edfd4f213fb9e902aa44700e5dfc5,54,301
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:7,5a4c6eac29ec8d1d25e8ada5c34a9d03d7ad475a4a42d20c3f409b182ae04ae5,False,2,3,0,cb05b17ccb634e1f10ee77481147d4fff2f128692dcba8716eb4513224ba0a9a,58,301
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:8,a57019da358a4dc65c27c557aa24e97086e628787538425f9a14eec670545965,True,1,1,0,04c9dd55d47ed37264be0c787adbc5539a200c6aa81017c3ec1e5a339c40d9e4,29,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:9,af6d86d9adfd5f2097146fad6f785d94eca428e22ea3358df6fbbb2566c2fbad,False,0,3,0,637922fdefad35124644356c06e20ad4a6bb717a2d13d15457f88b7b44cbafaa,59,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:10,71a2322518fb82abe2be60af4c6aa95a0202883462ea3fc3429a924eb5a5f7fa,False,0,1,0,0474899e8eefc648b70b936f4b3e1bc8d0be01c63b4b28f269a4d402285ab6e3,34,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:11,2807abb2d5ffce2b5790a315e087490c8d7cac93d1316acc2a91e54b3bf35efa,False,0,1,0,77b5da07cca0320af88c3da0c57d60af6c04fbfd22e2f476a444c81b95d972b0,47,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:12,4d7c79793a796f33cdc331221fe309fc5194ceb1ac4ffcc15288842e21aa4513,False,0,1,0,388ae459a37be33838db252b07d2e54e7128224cd99ebf3be7931fea9c0fee1c,47,308
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:13,acf0bed34038ceed58369c5daa5a663b6e39ca9a2961d963864309e449d428e9,True,1,1,0,27e6b949a918544030c84dff58303d2cff1fb50fd7f10e3750c0e5fec7d69ec3,41,308
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:14,482f4751333f434297bb137c0433b051546dabfc3dff93c8cb748b439e34c2e4,True,1,1,0,9e8dbd2f37d28e2deaa6b7a80c42b9d170864aa43b59fb98da59e9c7d3bcf83d,31,308
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:15,d8903759c046bc5acbb789b13f0a316d605498fbbc1d0eca3e459fecbebc380d,True,1,1,0,ee378f307affd64fe05bf693197044d50f330adee073b0d5519fb72fdf0a3de0,47,308
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:16,4014190db7e5475afbff35317833b906d5fa612aeb849baaebd50066876cd002,False,0,1,0,18f31db500e9105c9d58d1ea0e97e984fd950ae9996f97c5afa93846c279bcf1,41,58
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:17,b611101e4cf4c50438193db127a46b83115471e1f9a323293b171fe0c32fcd4b,False,1,2,0,d4eb6320016873b2152d805021fa4393d9cc1e0bdf512e1ff76f11eda8fa61c1,40,58
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:18,2c617c3b773c0441c1ff3b6fe4769805768156568d3073dbc003630c06bd7396,False,0,0,1,ba623fbd0130c7295d06f1568090aeec179cff148ad50a77516adea1c87abf95,32,58
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:19,589b029a3e1770a57878ea8e40662d262e2dc61610ebcd353e5cd990c52e2f46,True,2,2,0,4490f8bbb1f45134d444a8b877782f233f30abee925b642cdce65b9b535c4f54,36,58
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:20,4e409a97bcb48b5a3840bc4a0ef775172e64679177a114d6c84dbc1d1498f7a6,False,1,2,0,84dcba4928b395c16cdbb8cf1af32135a1ffab20313a4e5286d55ba0779bb508,56,213
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:21,604a7cd87db1e2120bdb83443d7c9193a4504e33306c9c2572144145a2dfe3f4,True,1,1,0,0977e9be67c43743630ad9afe13ef59aaf6a74f17992a6ae584aaadd107629c8,58,213
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:22,3b5ce47c288021c3609ec511bab5833f419c50cc835c03723a448cdf3ecfc517,False,1,2,0,9bbb01ded715eeebee49efcef423e5b70a6cf2473952386596c0f949525a146d,101,213
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:23,79e34c750cb797ac6fe65572f3f6371adedab0a0d0abb1094f8af1ff6716f0c9,False,0,1,0,d915dfb2bb1f52213e92c027705237b0d6331b1dfa1d45d777baee92a1c06d7e,38,213
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:24,d8c796fadaf59c05d66e1953ce5c2ff309679089c4dcadb3cf01c4fecde2d889,True,1,1,0,38906a6b7e53703a7fc03f9c16e413d089d9f22710f647898e80cb1002def54c,35,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:25,a1410071b241ce3c95cca856a4eb9f36045dc49caa0add483b095d2c95932b3a,True,2,2,0,c8103153b5aec0d0ae055c5ae042158b90f922e2f4da3dc1cdb1173618584590,59,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:26,1522ed919cbe15830d49ccd9e2f08ee9961c60ab8f50afc9bcead1da3296dfe3,False,1,2,0,408dee0144a2688b60af5de8c9a108609af1ffdec9d7a4ee3c7fb17d806d9d30,50,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:27,966a6e5022b570188b254f0454e82ff22e7dfbe3b168253b0a6d5b19acd087e8,False,1,2,0,8e0f40d07ac16a1ad7f182a1315e2a5a6d016630d6a3474c98e679b2e6fe87eb,77,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:28,a4baf1e7f877090e026808a312ef66b1320715e33fa50b7b92429f9b2a592242,True,1,1,0,b0c5dcddae41eda1efe699cc78ad563b1bdeaf9440e843e547318de81d7d7488,93,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:29,1c0e3de36da2fe803007f80fa01726a9739cd84dfe60a4eebe3bdb6420c25681,False,0,1,0,838a619002512cccaa113c6c81b6d591bdde3d391245af80b58ef1f7da64cf2c,44,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:30,4b5ea816c97694da22296ede65d4f6df82e7dd8be90b85756d945e20215c1b9a,True,2,2,0,462c75b4e86ebe3682c3985676fc0b63cab07839479bce9433b0a22dacd13e51,42,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:31,e858198126e29d101857d8af876865eac7f311b89a91a7ed1ec78a4977482bfa,False,0,0,1,1d8364c8a3b20c83e8287d07cf2ed03a62cd25ba17b48e7c1385d04eabdd14b1,40,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:32,19fd41760e793c87be73c5fad3a5baf9fb6acb392ad84119331a5f2952d475d2,True,1,1,0,b41d57db4cbb966ffb3104147f0df97e0d345b41bafe48ed2b001df56f02b7e7,31,203
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:33,c1ad8367dfa84fc3f7db67756db377afd8014166394d8521a07ba0abeed9d813,False,2,3,0,2aac113f6d24d60d991309cfa889a404763c599d9f4d2a795f219b65f7a346a2,83,203
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:34,6852702ed58966ea36cead0d9837485b14e9ff3e807d9885178ef240402db7ae,False,1,2,0,6d902f53225e31b6d4ee102f49606d5e2a469351aa2941ecc7f15b8a0b625424,65,203
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:35,779eaa940c794f30f477186f0770c2699870da9a36ebc94ce3941ebc2f96840a,True,1,1,0,56c4a31c651dccfbd46b58b9dca7c06c4f62be1dfb42c75f1a7f45a35d250b28,44,203
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:36,2a11c9cf5cda792283474de26502b349edcb2cb3319d84aa430665c7ff5d6111,True,2,2,0,539a4c1baa650a3e496be9e0a4a910c4e2ee7ffc62f678f23ca0c77bde9a7bf0,48,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:37,a9818e36e63c63ea8468a5000f1cc4d9e1ea7ad99b54d7319fbf9fb5ac91b765,False,0,2,0,cd7525393875d1db1277eee2d063938f6cc98f9e448f5e8f0bdbb26c9fb49bd5,56,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:38,e5bff74e1eabc87ea638b66a54928573e00310497c0cfcc20ea2a1993bce48f1,True,1,1,0,052ad795e406ca35dbcf27497a6b767340be64086b82d535bbfd32486f011f6f,47,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:39,3ed3106e4530007ae1e778f0895e764e24cbe9cd159e003fb395ef515c78b8c3,False,2,3,0,763f4e5955be80c81a5e1a38c3023563dfe4bb12ca363c46601e2fb1b14a6112,74,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:40,cc847dda8b93992409dfd8922cf9eef8c9a8e1b39a36ad71f766102874d4eac4,True,1,1,0,b813b35ca9b236fa8f240e762af2e06639f11109eb1e4458b5df82df5f1a8c78,46,367
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:41,0f249468f9731706c6c9a1b72a6952998fde882c4ce5b92f4e38eb464e1c30dc,True,1,1,0,4dfb14d671b5fbc7fff7ffa2de9a2879579c4c35f0fa9b90c54bfa673692a36d,43,367
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:42,68b91247b50e163335b2dbaaf450bb6d056e974344404ea42787afd4130f1f4d,True,2,2,0,4203c030123a49f20da315e6a2efed2972cbb01e7cc0242489fe7de7536da220,86,367
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:43,e18f95162f58e261221a20daa75739afc88348361184b84ff2a0241299f2e6c4,False,0,1,0,406d65fd7a15b04afa6a1f259f19dd6421b0cc201b95f3493e48b7c23e6f102d,49,367
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:44,49e2c70890e174b33057b854f8b0ed4f7ab7f1a201133c16c65a21583f889ac8,True,2,2,0,604416beb120a121679f6b643112bcc3d90716e1d3fafb2a15fac2d26bdfa59b,62,323
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:45,13e1f8c48d32a4d7fdd76cd8830ee1121df93887e9f44e79d45ab9d3ea334d69,True,2,2,0,66ff873a004e5ac0ef239b154381ed622e33b35d3cbaec35a3beeb603ad17376,48,323
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:46,95772f683010a700afee5a57e6686a311171ce65a26921adf82c172a95fd691b,True,1,1,0,e4c63537297785982e3039535a540e233bd332f8c02018c0539953d7b9fa1aff,38,323
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:47,7f1e4fe474951cf3219fbd2f4fa5bc70a0571286e34863353d1dc18d91c809bf,False,0,1,0,a99aa13548a7b447533efd933c52f09108e311c14b6bb8f370741622e37ae825,57,323
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:48,029032f15d2db8bc96a04324b71b11ac8cd64b8fb66420d42323fc9f6e8304f1,False,0,1,0,8ff688328f925a7b5fd8a78e5bb83d7f7c3dbecf9129645961d6dca8907382b1,39,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:49,37c54c3574c68f171afe40be7e0a08e8060098b21138056eb63e98b7b6bfb0cc,False,0,1,0,774023b85022c488f3a98dedb60f600b8506730b6f76bdbecf18b872565bdb21,51,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:50,fdba31c4b358e594c179eb3b43c97879fdd0c6f7041dfdf01008978a69893731,False,0,0,1,51f0768db1bec76ad11f8d584867ad62f9b58b988dbe2512125c26b1576a67c1,33,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:51,769e58858bfe559e31dcf7ea98f27b4e7896a61d829e0c998a6a0c7abbf3f399,True,2,2,0,38d5fe1e0d5a1d2536e813c396712a692859edd2487b494421f554a5356873e6,57,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:52,fa14aa103e960b67d86ef071304ea030f1735d7a653c2d4bf6d2f4eeedeaacfb,False,1,2,0,2a60953f47a7960f9e2a58500ebb86daeda041597c117db67a4ad26906122961,49,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:53,b49632dd29f8002c3369bdbaba9f095b30fbf8bcfaedabe882d09fe084cbd575,True,1,1,0,84a7fd000aea5957bd37b321e8786f07a08e01a11f2cebd6eb1a0ac66da17658,47,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:54,bc9da8c1cc81463c30ed4213010ad6ba860df66aa9af2078b3e15a57cf46c7d8,True,2,2,0,1266bf4b1390e12a36781811d9324709d1f83415f1e5165c2f11dbe12cba02fb,91,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:55,c619249300e8a6d9cb27223bad0c0ccd4aa4e354f78a5f5d973e8af431666da4,False,1,2,0,f45f4b72498c5dabdd5d4b7a83805ba9b4679203dc1c67b45e059fea6cbffd42,98,384
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:56,6ecae7945d7bd612d15171c660261df8e25cd01b8b3e453325fefffdda82101c,True,1,1,0,4b1c67bb1c3024a74ca69a18f7c0429a17b69e980f72b4c8aac75ae9a55aecc6,63,300
s3d002,step50,IFEval,ifeval_style,instruction_following,ifeval:57,66b0b7d7b5adde84a18572cc8a2589827221b07960c2944d271bdf0b6704d9c1,True,2,2,0,99f03234e84ccdb4a870db57646d2d0399ed9cab8e487ba29c87fb991cb0b980,71,300
