run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,prompt_level_strict,passed_instruction_count,supported_instruction_count,unsupported_instruction_count,generated_sha256,generation_input_tokens,generation_output_tokens
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:0,568d9f87e12172fe23bba70a40f757162ac473d8f8cce6862604ba69853f82d3,False,2,3,0,eaeadf7024b94e1fe69243a9b60b3c315008c5ac40221e55c11c26beaf4c712c,89,384
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:1,9afd3974a97dce68f083f36f390aaf6b5668b134a341150d2ff7b75584a3494a,True,1,1,0,5683ee303e0a94b66ff6c4f2cfbd83e9f0f6734e283ca1d0ead4b63d76652a8a,50,384
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:2,42349354adf5ed8c125309c94b0dbf50f6a55e8a8381c89177dae605c4fa30ee,True,1,1,0,31b96e9d4fa86d7edf005fa180cdaa0cabf03d997c61a437aac76eeef970a669,51,384
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:3,af0af45c82f12871ce2d74c46d39bd63e68dda332b2dc4799b631674cd9f7eeb,False,1,2,0,5b0b03567f6e39de93e5c1ad2aa8b5325ce2de83090612e9e5a7f64e2c910dec,88,384
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:4,3e68d6ffa924607fb0a5581583b3b62fd83f497221542eff8e08fbdee5ab0bb9,True,1,1,0,7d4dae079d5742324687f16a9854f7a8d26e8c2947fac95d225ce70653dc7fdc,52,302
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:5,967a0cc5458cbdf19c4a071581dbbe4593390b364d662844d43847f8375e6088,True,1,1,0,44a28b0a298223cf98e586f8258eb84ff76107fee228ffaf0569c4432601495a,85,302
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:6,8fae48ebac6ef80ed57f79f9dc0ab60dc733f0c0931e57b9b04da98a14ee371c,True,2,2,0,ab556a4c532fff4437e3114eb12496ca335e11f35519ba54b59c4c603f25419d,54,302
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:7,5a4c6eac29ec8d1d25e8ada5c34a9d03d7ad475a4a42d20c3f409b182ae04ae5,False,2,3,0,24373a3f1659a1a3bfee66972f228b5d90c5f3743f6e0983999c245b3640a238,58,302
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:8,a57019da358a4dc65c27c557aa24e97086e628787538425f9a14eec670545965,True,1,1,0,ee95aa278684ae88bc9fdde821c62d459a258606a5d7489b114ce31ad4add43d,29,384
s3d001,step50,IFEval,ifeval_style,instruction_following,ifeval:9,af6d86d9adfd5f2097146fad6f785d94eca428e22ea3358df6fbbb2566c2fbad,False,1,3,0,3b828192ac47acee4ccaabdfafec4f2bd958f27e678cf1b2b4023fe425012093,59,384
