run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,prompt_level_strict,passed_instruction_count,supported_instruction_count,unsupported_instruction_count,generated_sha256,generation_input_tokens,generation_output_tokens
r028,final,IFEval,ifeval_style,instruction_following,ifeval:0,568d9f87e12172fe23bba70a40f757162ac473d8f8cce6862604ba69853f82d3,False,2,3,0,dc3e90693de57961dbac02f958b06a610fedc206d7f103a79f676bd0721cd312,89,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:1,9afd3974a97dce68f083f36f390aaf6b5668b134a341150d2ff7b75584a3494a,True,1,1,0,b3bcf8867344d0d5b88d58304d8a59e17d00886c50079ab43723e662f5a2c358,50,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:2,42349354adf5ed8c125309c94b0dbf50f6a55e8a8381c89177dae605c4fa30ee,True,1,1,0,17f4a21448f013f48380db1c6fb7f132699917292714280639641838c55675b8,51,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:3,af0af45c82f12871ce2d74c46d39bd63e68dda332b2dc4799b631674cd9f7eeb,False,1,2,0,5b0b03567f6e39de93e5c1ad2aa8b5325ce2de83090612e9e5a7f64e2c910dec,88,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:4,3e68d6ffa924607fb0a5581583b3b62fd83f497221542eff8e08fbdee5ab0bb9,True,1,1,0,337d8a6ad1c4e71b8c9a6d04ec8db9872831d3b779e414a3d23d5b0fd6e4673a,52,328
r028,final,IFEval,ifeval_style,instruction_following,ifeval:5,967a0cc5458cbdf19c4a071581dbbe4593390b364d662844d43847f8375e6088,True,1,1,0,853771c7f2c6cb46a3ef36f51f0e72d8effda094bfbd0080f21031caa1d92c16,85,328
r028,final,IFEval,ifeval_style,instruction_following,ifeval:6,8fae48ebac6ef80ed57f79f9dc0ab60dc733f0c0931e57b9b04da98a14ee371c,True,2,2,0,28c7de26e946eea282bd71c6a073e3073f30db5e486d8aa75bb95c2de5ef1d4e,54,328
r028,final,IFEval,ifeval_style,instruction_following,ifeval:7,5a4c6eac29ec8d1d25e8ada5c34a9d03d7ad475a4a42d20c3f409b182ae04ae5,False,2,3,0,b0e066947e95ef65bab2614ec6f9589991e275c0bb3bcccd101b48539429006f,58,328
r028,final,IFEval,ifeval_style,instruction_following,ifeval:8,a57019da358a4dc65c27c557aa24e97086e628787538425f9a14eec670545965,True,1,1,0,1280c1c8f97d263aa3b33c54e43e752583907e72acd2ca4b660829d9e3578ded,29,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:9,af6d86d9adfd5f2097146fad6f785d94eca428e22ea3358df6fbbb2566c2fbad,False,2,3,0,c2931d98f82628dd02bfa685fecae0e36779a99e2c21a007a342044c435e4810,59,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:10,71a2322518fb82abe2be60af4c6aa95a0202883462ea3fc3429a924eb5a5f7fa,False,0,1,0,e47e1c46b109492bcc81f44fc7a3fef2008c8148c2c998253de56f6fe6b6ed5b,34,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:11,2807abb2d5ffce2b5790a315e087490c8d7cac93d1316acc2a91e54b3bf35efa,False,0,1,0,3494f51155cc5398c9567f2ed596875cb8f889d89c3f4a1b5aa44be14a603da2,47,384
r028,final,IFEval,ifeval_style,instruction_following,ifeval:12,4d7c79793a796f33cdc331221fe309fc5194ceb1ac4ffcc15288842e21aa4513,False,0,1,0,5736a4a5918ab834b95095c88aab5b1233e2a650c9f31b970bc803401bdf6905,47,331
r028,final,IFEval,ifeval_style,instruction_following,ifeval:13,acf0bed34038ceed58369c5daa5a663b6e39ca9a2961d963864309e449d428e9,True,1,1,0,aae8f16acb6997c3000d473616ffbb008e0ee1f97730dcf1ffd7152444a2dad8,41,331
r028,final,IFEval,ifeval_style,instruction_following,ifeval:14,482f4751333f434297bb137c0433b051546dabfc3dff93c8cb748b439e34c2e4,True,1,1,0,3a6d903d2ed959cafe5dfa2084287f4e49e26311dedabfa5cdc1647593660d2b,31,331
r028,final,IFEval,ifeval_style,instruction_following,ifeval:15,d8903759c046bc5acbb789b13f0a316d605498fbbc1d0eca3e459fecbebc380d,True,1,1,0,91fbb082d0d5eeb6d4096d3db5c7be482c080e221eb91ffc8188f079738e6646,47,331
r028,final,IFEval,ifeval_style,instruction_following,ifeval:16,4014190db7e5475afbff35317833b906d5fa612aeb849baaebd50066876cd002,False,0,1,0,8d6b064d47253ff711c306a8968f7c0123c66de0efe5b80e568494f6282c099b,41,50
r028,final,IFEval,ifeval_style,instruction_following,ifeval:17,b611101e4cf4c50438193db127a46b83115471e1f9a323293b171fe0c32fcd4b,False,1,2,0,49cfa506471527d0f5036ceebb7346ac7ef00ad755d215cd402ab450b032fede,40,50
r028,final,IFEval,ifeval_style,instruction_following,ifeval:18,2c617c3b773c0441c1ff3b6fe4769805768156568d3073dbc003630c06bd7396,False,0,0,1,a17a9b1a1714b6d2105cfe7e542df3f448f3bceb6889b219c9ebc68ee9415c6d,32,50
