run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,expected_behavior,observed_behavior,exact_match,strict_parse_success,permissive_parse_success,schema_valid,nontrivial_error,primary_error,call_count,expected_call_count,generated_sha256,generation_input_tokens,generation_output_tokens
s3d002,step50,sft_dev,sft_dev,xlam,xlam:29834,4af810c2c64de96c6c290a4beb978d9fb9bff375a91d2631c06abcacf55dd9b4,tool_call,tool_call,True,True,True,True,False,,2,2,7bf79d81d6c9b36d1abe77cf97cd0970a04c0914fa16c8415f031773d72b51b9,138,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:30193,b81a6a4d0d7d778b2758a26be4318a61e45c74f9d283c235cb83ee081901eeb7,tool_call,tool_call,True,True,True,True,False,,1,1,9474b08841cbe2b9253fbda6ff75bc6124dfe4faf1d6fcf7551de607ada67417,234,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:10263,989daf0627320204abd8b84b815cd6c2c07b9ca6c9e1493b68da534f9d15c181,tool_call,tool_call,True,True,True,True,False,,1,1,86e2979bcb448016ba1723c26332730d5c436372609d0287de1d8c8006fe9ad5,409,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:53130,2b632f9a0f7fcbd3e02248089d822f73271ef2b3c2b098a925d7372a6a5310ba,tool_call,tool_call,True,True,True,True,False,,4,4,95ec6850311607dc116985b03648a60244eb4c18b9c3c3f149a6dc9fdd114f85,134,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:14742,386b3210fb78ff7bb6cb95403cb433e35ead3e8f93947571c4f94c7e364ea917,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,673e9f1bbe48cc997bfe75459dfe6105fd9f5a8ff1c4f58abe19bf0925608bc5,190,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:45334,e944f4f4573e031bad93fdb70ea7225cf316c1baebeca11cdecb08d40088bb34,tool_call,tool_call,True,True,True,True,False,,1,1,adda97aeca3522212e7e2a3fe1487b83e7466a17a2bbc0abd4386477832ef30b,386,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:54520,2be07a9780f3516add568710769ebddb42be86cf2b41d070ca0a22c63badbcc1,tool_call,tool_call,True,True,True,True,False,,1,1,acde56fbeda28c88772198e207993abfe316bedfff2eb6554698be8a71cd6fe0,162,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:1591,f708f0aaf398dfe026ede352907a0dfbf9ce5ebbdb6851c469cb181b31acd55f,tool_call,tool_call,True,True,True,True,False,,1,1,bdb245ef5d03c8c09528f5b484998424a8244f1734840573c395b8124cf96752,310,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:35369,5286e7f20749d6675931417837aba67348951b955a2b335ea868206260701482,tool_call,tool_call,True,True,True,True,False,,2,2,e1ea6385f4976a97d529d4bbba3c39cf5fd4b2d3d365a6ef321eb85d5c425490,381,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:41381,ff0a1d3b6aa1b6c65554e7948e1a3ba26f3a6b256ef8fbc6e6f1ce16f1f44f3b,tool_call,tool_call,True,True,True,True,False,,1,1,739f24328ac3c7eea8ee87432cf1bda1d3c909677c91a7d0a3a7fb6304e7dc11,354,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:23492,2b8d3e1618e2e590829be5f14e2a8be988d9c3fbd7a9d486bf69141faea08c82,tool_call,tool_call,True,True,True,True,False,,2,2,e82329bca00b3d2eb8e941e641214b32bb290c6aeacffea17586896113e515fa,92,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:50281,70fc3b4e893292d498c93a690f112dfbad8580ce3f1e9fbba37cee2f0033a633,tool_call,tool_call,True,True,True,True,False,,2,2,03783e0bf0261253ed9cc914112e20288c82290d11d5c6670ec4276eda141a4b,441,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:59281,328ad21afd3ef2dbb67e14318766c7969f9ea9084e11d8702864740d2b538322,tool_call,tool_call,True,True,True,True,False,,1,1,fcd116268d742c3a4854f1f9739d4f4d58467c91a59231fcf35e9f8a45f2c809,758,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:54354,c16d6f87c0a50d6b68fc10662bc165d16b73f8e645049ed260b1a62abf94fd4e,tool_call,tool_call,True,True,True,True,False,,2,2,b0b335896fefc3bb1773bb74b2cbda9c10b6522ce76079cabfab6c3e52a97102,610,79
s3d002,step50,sft_dev,sft_dev,xlam,xlam:39950,0d2e403a09eb2f71d0c62dc63a68299b7c0a03986574279b07af8accb8210ec4,tool_call,tool_call,True,True,True,True,False,,2,2,f4c093106bdfab42f7963dc2eba97ccc9e3429a0b693e0f076a4cf03332acae2,239,79
